Image,Header,Plant,Person,Date,Location,Latitude,Longitude
sp67934665162402539826.jpg,Museum Botanicum Hauniense Plantae Groenlandicae,Potentilla crantzii (Cr. J.G.Beck Kommune Kommuner Hahn:,Der: Bene Fredskild,"Date 1990, August 4",Loc. Utorqait kingingnerat Lax.,66959' N.,", Long 52,50.58 W., Ak.100-125"
